'NazevZarizeni','Obec'
'Jihoměstská sociální a.s.','PRAHA'
'Plastická chirurgie Poděbrady s.r.o.','PRAHA'
'M&K psychiatrie s.r.o.','PRAHA'
'EUDENTlab Polák s.r.o.','PRAHA'
'MUDr. Taťána Tomaňová','PRAHA'
'MD Medical Pro s.r.o.','PRAHA'
'Sanabilis Omega s.r.o., Lékárna U Kaštanu','PRAHA'
'AeskulapGyn s.r.o.','PRAHA'
'PaedDr. Dagmar Michejdová','PRAHA'
'Mgr. Michaela Crháková','PRAHA'
'MUDr. Svetlana Žuchová Ph.D.','PRAHA'
'MUDr. Jana Kombercová s.r.o.','PRAHA'
'SYNERGY - TREND s.r.o.','PRAHA'
'Mgr. Julie Růžičková','PRAHA'
'Psychiatrie Vinohrady s.r.o.','PRAHA'
'ProfiPLD spol. s r.o.','PRAHA'
'Sofident s.r.o.','PRAHA'
'Trojská lékárna s.r.o.','PRAHA'
'SPINEZIO s.r.o.','PRAHA'
'Mgr. Ludmila Chasáková','PRAHA'
'Bellis Dent, s.r.o.','PRAHA'
'Senior-Komplex Praha Třebešín, s.r.o.','PRAHA'
'Marhopharm s.r.o., Lékárna Pod Vyšehradem','PRAHA'
'Arcidiecézní charita Praha','PRAHA'
'Arcidiecézní charita Praha','PRAHA'
'Diakonie Církve bratrské','PRAHA'
'Domov pro seniory Nová slunečnice','PRAHA'
'Domov pro seniory Ďáblice','PRAHA'
'Domov pro seniory Ďáblice','PRAHA'
'Adéla Vacková DiS.','PRAHA'
'Kardiologie Vinohrady, s.r.o.','PRAHA'
'Mgr. Sonia Vodičková DiS.','PRAHA'
'LavgaevLab s.r.o.','PRAHA'
'HR MEDICAL SERVICE s.r.o.','PRAHA'
'Mgr. Stanislav Machač','PRAHA'
'VIDIA-DIAGNOSTIKA, spol. s r.o., odběrová místnost','PRAHA'
'LACERTA MED s.r.o.','PRAHA'
'Centrum sociální a ošetřovatelské pomoci Praha 5, p.o.','PRAHA'
'SeneCura SeniorCentrum Klamovka s.r.o.','PRAHA'
'ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna','PRAHA'
'Aether Institute s.r.o.','PRAHA'
'W-Pharm Lekarna Praha 2 s.r.o., Lékárna','PRAHA'
'MUDr. Roman Borovec','PRAHA'
'MUDr. Simona Fialová','PRAHA'
'Radka van der Kuijlová DiS.','PRAHA'
'Densantim s.r.o.','PRAHA'
'Ortocare s.r.o.','PRAHA'
'Grand Medical Care s.r.o.','PRAHA'
'Men's Health Clinic a.s.','PRAHA'
'MUDr. Pavel Kučera','PRAHA'
'Centrum pro rodinu PSS a klinické adiktologie, z.ú., Adiktologická ambulance pro děti a dorost AADD','PRAHA'
'Medianna Clinic s.r.o','PRAHA'
'Dentální klinika Hradčanská s.r.o.','PRAHA'
'SeneCura SeniorCentrum HŠH a.s.','PRAHA'
'Domov Sue Ryder, z.ú.','PRAHA'
'FELIX CLINICUM Praha s.r.o.','PRAHA'
'Pain Free Care & Consultancy s.r.o.','PRAHA'
'Petra Vacířová DiS.','PRAHA'
'Centrum sociálně zdravotních služeb - domácí zdravotní péče','PRAHA'
'MUDr. Otakar Lucák','PRAHA'
'MUDr. Elizabeth Pavlíčková Ph.D.','PRAHA'
'ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna','PRAHA'
'ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna','PRAHA'
'F - THERAPY s.r.o.','PRAHA'
'Art of Dentistry s.r.o.','PRAHA'
'MUDR. Ryvolová s.r.o.','PRAHA'
'F - THERAPY s.r.o.','PRAHA'
'F - THERAPY s.r.o.','PRAHA'
'MALÉ ZDRAVÍ a.s.','PRAHA'
'MDDr. Ciljan Kurti','PRAHA'
'MUDr. Jana Votrubová Ph.D.','PRAHA'
'MUDr. Barbora Obermannová Ph.D.','PRAHA'
'Lékárna NEXT Praha s.r.o.','PRAHA'
'Fyziocentrum Praha s.r.o.','PRAHA'
'Monadent s.r.o.','PRAHA'
'ZAMZAM s.r.o., Lékárna','PRAHA'
'MEDINPLANT, s.r.o.','PRAHA'
'ProMedicus PHA s.r.o.','PRAHA'
'Agentura Květa s.r.o.','PRAHA'
'Logopedie Anděl s.r.o.','PRAHA'
'AES clinic s.r.o.','PRAHA'
'Rehabilitace ŘÍHOVÁ s.r.o.','PRAHA'
'MUDr. Monika Koubová','PRAHA'
'Mgr. Jan Pokorný','PRAHA'
'MUDr. Andranik Sargsjan','PRAHA'
'MUDr. Andranik Sargsjan','PRAHA'
'Markéta Zahradníčková DiS.','PRAHA'
'ALFA MEDICA s.r.o.','PRAHA'
'Sanus Dental s.r.o.','PRAHA'
'GalénMedic s.r.o.','PRAHA'
'MUDr. Markéta Kotrnoch Knížková','PRAHA'
'MUDr. Jan Hnaníček','PRAHA'
'MUDr. Jan Hnaníček','PRAHA'
'MUDr. Petr Lachs','PRAHA'
'XTREME Invest s.r.o., Lékárna','PRAHA'
'ORTHO POINT s.r.o.','PRAHA'
'Daniela Bittersmann DiS.','PRAHA'
'Mgr. Barbora Pyšková','PRAHA'
'Praktik Braník s.r.o.','PRAHA'
'MUDr. Alexandra Krýšová','PRAHA'
'JRJ PHARMA ONE, s.r.o., Benu Lékárna Údolní','PRAHA'
'ResTrial GastroEndo s.r.o.','PRAHA'
'Kardiologie RJ s.r.o.','PRAHA'
'ENDOGASTRO PRAHA s.r.o.','PRAHA'
'PragMed 2 s.r.o.','PRAHA'
'MUDr. David Hodr','PRAHA'
'Rehabka na sedmičce s.r.o.','PRAHA'
'Lékárna Poliklinika Hůrka s.r.o.','PRAHA'
'DENTILA s.r.o.','PRAHA'
'MUDr. Josef Šebek s.r.o.','PRAHA'
'Dopravní podnik hl.m. Prahy, a.s., Praktický lékař','PRAHA'
'Chirurgie Praha 8 s.r.o.','PRAHA'
'ImunoGen s.r.o.','PRAHA'
'MUDr. Andreas Afxentiou','PRAHA'
'MUDr. Andreas Afxentiou','PRAHA'
'Cévní centrum s.r.o.','PRAHA'
'KORDERMA s.r.o.','PRAHA'
'Zubař Praha s.r.o.','PRAHA'
'Domácí péče Hany Blažkové s.r.o.','PRAHA'
'MUDr. Viktor Dibusz','PRAHA'
'Léčba duše s.r.o.','PRAHA'
'MUDr. Petr Mašát','PRAHA'
'MDDr. Vít Trůbl','PRAHA'
'MUDr. Petr Teyssler Ph.D.','PRAHA'
'MUDr. Jiří Frýdl','PRAHA'
'MUDr. Dana Rábová','PRAHA'
'MUDr. Yveta Svobodová','PRAHA'
'MUDr. Viktor Řeháček','PRAHA'
'Mgr. Beáta Venglářová','PRAHA'
'MUDr. Milan Němejc','PRAHA'
'MUDr. Engelmann praktický lékař, s.r.o.','PRAHA'
'MUDr. Jan Čechák','PRAHA'
'MUDr. Václava Kocíková s.r.o.','PRAHA'
'SD Dental clinic s.r.o.','PRAHA'
'MUDr. Miloslava Hartmanová s.r.o.','PRAHA'
'MUDr. Barbora Diepoltová','PRAHA'
'MDDr. Pavla Habartová','PRAHA'
'MUDr. Štěpánka Bálková','PRAHA'
'Luxury Eyewear CZ, s.r.o.','PRAHA'
'Helena Bucková DiS.','PRAHA'
'AROPRO společnost pro anestezii s.r.o.','PRAHA'
'DB clinic Praha s.r.o.','PRAHA'
'DKI s.r.o.','PRAHA'
'PREVEDIG medical, s.r.o.','PRAHA'
'PREVEDIG medical, s.r.o., odběrová místnost','PRAHA'
'PREVEDIG medical, s.r.o., odběrová místnost','PRAHA'
'PREVEDIG medical, s.r.o., odběrová místnost','PRAHA'
'PREVEDIG medical, s.r.o., odběrová místnost','PRAHA'
'PREVEDIG medical, s.r.o., odběrová místnost','PRAHA'
'PREVEDIG medical, s.r.o., odběrová místnost','PRAHA'
'PREVEDIG medical, s.r.o., odběrová místnost','PRAHA'
'PREVEDIG medical, s.r.o., odběrová místnost','PRAHA'
'Mgr. Silvie Johanidesová','PRAHA'
'PREVEDIG medical, s.r.o., odběrová místnost','PRAHA'
'PREVEDIG medical, s.r.o., odběrová místnost','PRAHA'
'PREVEDIG medical, s.r.o., odběrová místnost','PRAHA'
'PREVEDIG medical, s.r.o., odběrová místnost','PRAHA'
'Filifarma s.r.o., Lékárna Medicentrum Praha','PRAHA'
'MitoGen Life & Science s.r.o.','PRAHA'
'lecbabolesti.cz s.r.o.','PRAHA'
'Ivana Jíchová','PRAHA'
'LABORATORIUM s.r.o.','PRAHA'
'RETINKA s.r.o.','PRAHA'
'Stomatologie Letná s.r.o.','PRAHA'
'DMA Praha s.r.o., Výdejna zdravotnických prostředků','PRAHA'
'VK Nova s.r.o.','PRAHA'
'LuKa Medical Services s.r.o.','PRAHA'
'MEDICAMENT partner s.r.o.','PRAHA'
'REKESH COMP s.r.o.','PRAHA'
'Ideal Smile s.r.o.','PRAHA'
'Psychopoint, s.r.o.','PRAHA'
'Jana Vrbová, DiS., ordinace zubní hygieny WillowDent','PRAHA'
'MUDr. Irena Svobodová','PRAHA'
'IBI-International spol. s r.o., Lékárna U Královské obory','PRAHA'
'MUDr. Jiří Braborec','PRAHA'
'MUDr. Soňa Vítečková','PRAHA'
'ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna','PRAHA'
'Swiss Esthetic s.r.o.','PRAHA'
'Lucie Hrášková DiS.','PRAHA'
'CLINTERAP s.r.o.','PRAHA'
'Aproklan s.r.o., Lékárna','PRAHA'
'Gynzde s.r.o.','PRAHA'
'Plastická chirurgie Poděbrady s.r.o.','PRAHA'
'Elena Kondratyeva DiS.','PRAHA'
'Elena Kondratyeva DiS.','PRAHA'
'MALÉ ZDRAVÍ a.s.','PRAHA'
'Pain Free Care s.r.o.','PRAHA'
'Truegyn Praha s.r.o.','PRAHA'
'powerdent s.r.o.','PRAHA'
'K&K Medical s.r.o.','PRAHA'
'3DImplant s.r.o.','PRAHA'
'CIVOP s.r.o.','PRAHA'
'SPAP s.r.o.','PRAHA'
'MUDr. Alice Hachová','PRAHA'
'MUDr. Libor Janeček','PRAHA'
'ČESKÁ OČNÍ OPTIKA HOLDING a.s.','PRAHA'
'Nemocnice sv. Alžběty Na Slupi, s.r.o.','PRAHA'
'BENU Česká republika s.r.o., BENU lékárna','PRAHA'
'MUDr. PAVEL DRLÍK','PRAHA'
'Dentalex labor s.r.o.','PRAHA'
'MUDr. Irena Sgallová','PRAHA'
'Psychologické centrum Praha s.r.o.','PRAHA'
'Klinika JL - MR, s.r.o.','PRAHA'
'ZÁCHRANNÁ SLUŽBA GMČR s.r.o.','PRAHA'
'Bc. Eva Andrlová','PRAHA'
'Body Solution Clinic, s.r.o.','PRAHA'
'Domov pro osoby se zdravotním postižením Sulická','PRAHA'
'MDDr. Vladimír Dvořák','PRAHA'
'ALLARIS company s.r.o.','PRAHA'
'Laboratoře AGEL a.s.','PRAHA'
'plastic surgery concept s.r.o., FORMÉ Clinic','PRAHA'
'MUDr. Veronika Hromádková','PRAHA'
'MUDr. Miroslav Cíboch','PRAHA'
'Cardiocentrum Dejvice s.r.o.','PRAHA'
'Uroderm Medical s.r.o.','PRAHA'
'SVIDENT s.r.o.','PRAHA'
'MUDr. Miloš Dobiáš','PRAHA'
'Ing. GABRIELA KREJČÍŘOVÁ DiS.','PRAHA'
'Klinika preventivní dermatologie s.r.o.','PRAHA'
'Pain Free Care & Consultancy s.r.o.','PRAHA'
'ADADENTA PLUS s.r.o.','PRAHA'
'FITCARE s.r.o.','PRAHA'
'Petra Randáková DiS.','PRAHA'
'Elphogene, s.r.o., Carolina Centrum','PRAHA'
'Daniel Černý','PRAHA'
'ARTMEDICA CENTRUM s.r.o.','PRAHA'
'Plastika Richtr s.r.o.','PRAHA'
'Tecum s.r.o.','PRAHA'
'MUDr. Martin Chorvát','PRAHA'
'MUDr. Martin Chorvát','PRAHA'
'ERGO Aktiv, o.p.s.','PRAHA'
'Národní ústav pro autismus, z.ú.','PRAHA'
'Amber Plasma a.s.','PRAHA'
'MUDr. Alice Maixnerová','PRAHA'
'Ledovys s.r.o., Lékárna  Na poliklinice Spořilov','PRAHA'
'Marjorie s.r.o.','PRAHA'
'Centrum pro rodinu PSS a klinické adiktologie, z.ú., Adiktologická ambulance pro dospělé AA','PRAHA'
'RHB Praha s.r.o.','PRAHA'
'Valamed s.r.o.','PRAHA'
'MUDr. Lucie Růžičková','PRAHA'
'Pediatrie Bambino s.r.o.','PRAHA'
'ARBES HC s.r.o.','PRAHA'
'MUDr., MUDr. Hynek Sechovský','PRAHA'
'LOGOMEDICAL s.r.o.','PRAHA'
'MUDr. Libor Dvořáček','PRAHA'
'Stoma 2Mdent s.r.o.','PRAHA'
'OCJM Optixal s.r.o.','PRAHA'
'Ing. Gabriela Rejková','PRAHA'
'MUDr. Jamal Abed','PRAHA'
'MUDr. Marcel Staša','PRAHA'
'Centrum sociální a ošetřovatelské pomoci Praha 15','PRAHA'
'ULTIMATE CLINIQ s.r.o.','PRAHA'
'ALMIADERM, spol. s r.o.','PRAHA'
'EliteMedical s.r.o.','PRAHA'
'ResTrial NeoPedia s.r.o.','PRAHA'
'ResTrial NeoPedia s.r.o.','PRAHA'
'DENTA MEDICAL s.r.o.','PRAHA'
'ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna','PRAHA'
'PRIMA PRAKTIK s.r.o.','PRAHA'
'K - Pharma s.r.o., Lékárna Cithara','PRAHA'
'Váš praktik s.r.o.','PRAHA'
'MUDr. Marian Levčík','PRAHA'
'Kalamedic s.r.o.','PRAHA'
'FORWARD ESTE, s.r.o.','PRAHA'
'Magnus Dent s.r.o.','PRAHA'
'Libera Scientia s.r.o.','PRAHA'
'MUDr. Otakar Gabriel','PRAHA'
'Dermalink s.r.o.','PRAHA'
'Doktor TKALYCH, s.r.o.','PRAHA'
'MUDr. Vršková s.r.o.','PRAHA'
'MUDr. Libor Janoušek, Ph.D., FEBS','PRAHA'
'MUDr. Viktoria Melnikova, MBA','PRAHA'
'PaedDr. Daniela Portychová','PRAHA'
'NONAMED, s.r.o.','PRAHA'
'Pediatrie na Floře, s.r.o.','PRAHA'
'MUDr. Jana Havlovičová','PRAHA'
'PHARMAMEDIA s.r.o., Lékárna Libušská','PRAHA'
'Nemocnice Milosrdných sester sv. Karla Boromejského v Praze , všeobecný praktický lékař','PRAHA'
'FOKUS optik a.s.','PRAHA'
'PhDr. Luciena Metalová','PRAHA'
'MUDr. Alena Czerneková','PRAHA'
'PRONATAL s.r.o., Centrum prenatální diagnostiky, Oddělení lékařské genetiky','PRAHA'
'FOKUS optik a.s.','PRAHA'
'FOKUS optik a.s.','PRAHA'
'FOKUS optik a.s.','PRAHA'
'FOKUS optik a.s.','PRAHA'
'FOKUS optik a.s.','PRAHA'
'FOKUS optik a.s.','PRAHA'
'FOKUS optik a.s.','PRAHA'
'A2STOM s.r.o.','PRAHA'
'FOKUS optik a.s.','PRAHA'
'FOKUS optik a.s.','PRAHA'
'FOKUS optik a.s.','PRAHA'
'FOKUS optik a.s.','PRAHA'
'FOKUS optik a.s.','PRAHA'
'FOKUS optik a.s.','PRAHA'
'FOKUS optik a.s.','PRAHA'
'FOKUS optik a.s.','PRAHA'
'FOKUS optik a.s.','PRAHA'
'FOKUS optik a.s.','PRAHA'
'FOKUS optik a.s.','PRAHA'
'FOKUS optik a.s.','PRAHA'
'FOKUS optik a.s.','PRAHA'
'FOKUS optik a.s.','PRAHA'
'FOKUS optik a.s.','PRAHA'
'FOKUS optik a.s.','PRAHA'
'MUDr. Chleborádová Eliška s.r.o.','PRAHA'
'MDDr. Vojtěch Mifka','PRAHA'
'MUDr. Petr Majtan','PRAHA'
'MUDr. Renata Burešová DiS.','PRAHA'
'MUDr. Pavel Hajdušek','PRAHA'
'Bc. Tereza Stehnová','PRAHA'
'adicare s.r.o.','PRAHA'
'Made by Juraj Payer s.r.o.','PRAHA'
'Made by Juraj Payer s.r.o.','PRAHA'
'CHIREOSS s.r.o.','PRAHA'
'MUDr., MDDr. Jiří Janoušek','PRAHA'
'YES Business s.r.o.','PRAHA'
'JK Apatyka s.r.o., Lékárna','PRAHA'
'Lékárny bez hranic s.r.o.','PRAHA'
'Lékárny bez hranic s.r.o.','PRAHA'
'MUDr. Martina Scheinostová','PRAHA'
'Zdeňka Geršlová, ergoterapeut','PRAHA'
'Barbora Svobodová DiS.','PRAHA'
'Ordinace u zvonu s.r.o., Lékárna Erbenova','PRAHA'
'Milena Dvořáková, BSc.','PRAHA'
'MUDr. Nela Šrámková','PRAHA'
'Kožní ordinace Tererova s.r.o.','PRAHA'
'David Gajdušek','PRAHA'
'Fyziocentrum Praha s.r.o.','PRAHA'
'JMT Gyncentrum s.r. o.','PRAHA'
'JMT Gyn s.r.o.','PRAHA'
'JMT Interna s.r.o.','PRAHA'
'MediSpo, s.r.o.','PRAHA'
'GynPrahaPlus s.r.o.','PRAHA'
'Gyn Chodov s.r.o.','PRAHA'
'Nová chirurgie Praha s.r.o.','PRAHA'
'FyzioTer CZ s.r.o.','PRAHA'
'Vladyslav Tomkevych DiS.','PRAHA'
'Mgr. Kamila Homolková','PRAHA'
'zubní chirurgie Skalický s.r.o.','PRAHA'
'MALÉ ZDRAVÍ a.s.','PRAHA'
'AeskuLab k.s., odběrová místnost','PRAHA'
'AeskuLab k.s., odběrová místnost','PRAHA'
'Dermatologie Na Dlouhém lánu s.r.o.','PRAHA'
'BENU Česká republika s.r.o., BENU lékárna','PRAHA'
'Alena Puchmajerová, DiS.','PRAHA'
'Kompletní péče s.r.o.','PRAHA'
'Diana Jindrová DiS.','PRAHA'
'Klinika terapie stresu s.r.o.','PRAHA'
'Dům zubní péče s.r.o.','PRAHA'
'Sali Medical dent s.r.o.','PRAHA'
'Estetik Klinik s.r.o.','PRAHA'
'Mgr. Dominika Petrová','PRAHA'
'Praktik Dejvice s.r.o.','PRAHA'
'MUDr. Milan Kučera, s.r.o.','PRAHA'
'Tereza Horáčková','PRAHA'
'Mgr. Alice Čapková','PRAHA'
'MDDr. Hynek Kříž','PRAHA'
'MIAMED s.r.o.','PRAHA'
'Barbuchalek s.r.o.','PRAHA'
'Mgr. Gabriela Hájková','PRAHA'
'FLEDIP, s.r.o.','PRAHA'
'GÉVÉ Clinic s.r.o.','PRAHA'
'MUDr. Vladimír Folauf s.r.o.','PRAHA'
'PhDr. Jana Tůmová Ph.D.','PRAHA'
'MUDr. Radka Kučerová','PRAHA'
'GynCentrum, spol. s r.o.','PRAHA'
'1. LF Dental s.r.o.','PRAHA'
'Hezký úsměv s.r.o.','PRAHA'
'Cardiology Prague s.r.o.','PRAHA'
'Ceramic Dent s.r.o.','PRAHA'
'Stomatologie Olšanská s.r.o.','PRAHA'
'DiLea Trade, s.r.o.','PRAHA'
'Rakušan medical services and consulting s.r.o.','PRAHA'
'Pain Free Care s.r.o.','PRAHA'
'Zubní ordinace Úsměv s.r.o.','PRAHA'
'BeBridge a.s., Lékárna U Fontány','PRAHA'
'Mgr. Lenka Chuchutová','PRAHA'
'Home Vitality s.r.o.','PRAHA'
'Bc. Veronika Štěchovská','PRAHA'
'Tomáš Bělohlávek DiS.','PRAHA'
'Bc. Kateřina Vacíková','PRAHA'
'Oční ordinace Pankrác s.r.o.','PRAHA'
'ETHERA-MED s.r.o.','PRAHA'
'VK Med s.r.o.','PRAHA'
'Mediest - medical s.r.o.','PRAHA'
'Program H plus, s.r.o.','PRAHA'
'MDDr. Kristina Háblová','PRAHA'
'Plastická chirurgie s.r.o.','PRAHA'
'ALFA-Lek s.r.o., Lékárna','PRAHA'
'GDPR4Med s.r.o.','PRAHA'
'iHOS Surgery, s.r.o.','PRAHA'
'Maventis s.r.o.','PRAHA'
'ALMIADERM, spol. s r.o.','PRAHA'
'MDDr. Kristina Háblová','PRAHA'
'Lykke Dent s.r.o.','PRAHA'
'MILENIUM DENT s.r.o.','PRAHA'
'Dětská kardiologie a pediatrie Praha s.r.o.','PRAHA'
'Ústav sociálních služeb v Praze 4','PRAHA'
'ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna','PRAHA'
'ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna','PRAHA'
'Beauty Ventures s.r.o.','PRAHA'
'Clinic+ Medical Group s.r.o.','PRAHA'
'Im - Aler, s.r.o.','PRAHA'
'Smile Centrum s.r.o.','PRAHA'
'LEMMANDE s.r.o.','PRAHA'
'Domov sociálních služeb Vlašská','PRAHA'
'Mgr. Jana Hýbnerová','PRAHA'
'BELU stomatologické centrum s.r.o.','PRAHA'
'Domov sociálních služeb Vlašská','PRAHA'
'Rebrix s.r.o.','PRAHA'
'Maternia, s.r.o.','PRAHA'
'G-Innova s.r.o.','PRAHA'
'Stomatolog I ja s.r.o.','PRAHA'
'Asociace samaritánů České republiky z.s.','PRAHA'
'IDE s.r.o.','PRAHA'
'Oleksii Bezkhmelnytsyn','PRAHA'
'Canadian Medical s.r.o., Hadovka','PRAHA'
'Canadian Medical s.r.o., Waltrovka','PRAHA'
'Canadian Medical s.r.o.','PRAHA'
'Canadian Medical s.r.o.','PRAHA'
'Canadian Medical s.r.o., The Park','PRAHA'
'Canadian Medical s.r.o.','PRAHA'
'Canadian Medical s.r.o., AFI','PRAHA'
'Spatrio s.r.o.','PRAHA'
'Privátní stomatologická praxe MUDr. Ivan Klapka s.r.o.','PRAHA'
'MUDr. Igor Slaninka','PRAHA'
'Domov seniorů Vysočany s.r.o.','PRAHA'
'Facevision s.r.o.','PRAHA'
'Dentvision s.r.o.','PRAHA'
'MUDr. Vojtěch Šandera MBA','PRAHA'
'MILOŠ ANTIĆ','PRAHA'
'MediSpo, s.r.o., nutriční terapeut','PRAHA'
'PhDr. Hikmet Příhodová Vavrečková','PRAHA'
'IFdent s.r.o.','PRAHA'
'UROCARE Prague, spol. s r.o., Lékárna Vršovice','PRAHA'
'Ústav organické chemie a biochemie AV ČR, v.v.i.','PRAHA'
'Mgr. Pavla Stiburková','PRAHA'
'Domov pro seniory Krč','PRAHA'
'SOMNIA Family s.r.o.','PRAHA'
'Medical Esthetic s.r.o.','PRAHA'
'MOVICS MEDIA s.r.o.','PRAHA'
'Dermatologie prof. Hercogové s.r.o.','PRAHA'
'Ing. Bc. Jitka Jirků','PRAHA'
'Eva Janišová','PRAHA'
'PharmDr. Jana Chrásková, OOVL Lékárny Studentský dům','PRAHA'
'Lékárna IPC s.r.o., Lékárna ipc Petrovice','PRAHA'
'Mgr. Martin Bayer','PRAHA'
'DISCARE CZ a.s.','PRAHA'
'Mgr. Tomáš Holcner','PRAHA'
'Aurora Dent s.r.o.','PRAHA'
'Ordinace Bezová s.r.o.','PRAHA'
'Mgr. Pavla Hodková','PRAHA'
'MUDr. Robert Šachl','PRAHA'
'Pilulka Lékárny a.s.','PRAHA'
'VK Nova s.r.o.','PRAHA'
'K-VitaMed, s.r.o.','PRAHA'
'VK interna s.r.o.','PRAHA'
'VK interna s.r.o.','PRAHA'
'VK interna s.r.o.','PRAHA'
'DEMOMED s.r.o.','PRAHA'
'Ivancak Medicine s.r.o.','PRAHA'
'Monika Kovářová DiS.','PRAHA'
'Monika Kovářová DiS.','PRAHA'
'ČESKÁ OČNÍ OPTIKA HOLDING a.s.','PRAHA'
'MUDr. Lucie Koziar','PRAHA'
'Petr Marek','PRAHA'
'MUDr. Karol Sutoris Ph.D.','PRAHA'
'Mgr. Vít Kubias','PRAHA'
'ORL Chodov s.r.o.','PRAHA'
'DrVoštěp zdravotní s.r.o.','PRAHA'
'Mgr. Lucie Melounová','PRAHA'
'MUDr. Nikoleta Torišková, s.r.o.','PRAHA'
'DENTPRO s.r.o.','PRAHA'
'DENTPRO s.r.o.','PRAHA'
'OZAN centrum s.r.o.','PRAHA'
'Taťjana Pantlíková','PRAHA'
'MAXIS a.s.','PRAHA'
'Mgr. Eva Vacová','PRAHA'
'Petra Šmidt Polednová DiS.','PRAHA'
'DORMIPRO s.r.o.','PRAHA'
'Dentistry s.r.o.','PRAHA'
'Barbora Hantáková DiS.','PRAHA'
'Gynekologie a porodnictví Doc. MUDr. Bohuslav Svoboda, CSc. s.r.o.','PRAHA'
'Nová chirurgie Praha s.r.o.','PRAHA'
'JS Dental s.r.o.','PRAHA'
'Medibona s.r.o.','PRAHA'
'Bc. Michaela Maxová DiS.','PRAHA'
'DS dental s.r.o.','PRAHA'
'Boris Ljubčenko DiS.','PRAHA'
'DH klinika s.r.o.','PRAHA'
'Michaela Špačková, DiS.','PRAHA'
'Pragomedika s.r.o.','PRAHA'
'ALERGO-IMUNO POINT s.r.o.','PRAHA'
'Denisa Radonská DiS.','PRAHA'
'SOUL THERAPY s.r.o.','PRAHA'
'DENT Profi s.r.o.','PRAHA'
'Prof. MUDr. J. Betka - ORL s.r.o.','PRAHA'
'Mediclinic a.s.','PRAHA'
'Mediclinic a.s.','PRAHA'
'Mediclinic a.s.','PRAHA'
'Aesculap Kardio, s.r.o.','PRAHA'
'Aesculap Ambulance Praha, s.r.o.','PRAHA'
'MUDr. Viet Dung Ngo','PRAHA'
'Domov třetího věku s.r.o., Dům Zity Kabátové','PRAHA'
'MUDr. Kamila Podkalská Sommerová','PRAHA'
'Program H plus, s.r.o.','PRAHA'
'Aesculap Ambulance Radlice, s.r.o.','PRAHA'
'MUDr. Roman Danč','PRAHA'
'MUDr. Katarína Havlíková','PRAHA'
'Klinika Modrý Dům s.r.o.','PRAHA'
'DentalModern s.r.o.','PRAHA'
'Dentalux Praha s.r.o.','PRAHA'
'Medicum comfort, s.r.o.','PRAHA'
'DrVoštěp zdravotní s.r.o.','PRAHA'
'Flowderm s.r.o.','PRAHA'
'MUDr. Jiří JELÍNEK','PRAHA'
'MUDr. Blanka Řiháčková','PRAHA'
'VK Nova s.r.o.','PRAHA'
'Scimed Biotechnologies, s.r.o. - Laboratoř COVID','PRAHA'
'PROMEDICUS P4 s.r.o.','PRAHA'
'Medical Guide s.r.o.','PRAHA'
'BOMTON CLINIC, s.r.o.','PRAHA'
'TeamPrevent-Santé, s.r.o.','PRAHA'
'GUMISTA DENT s.r.o.','PRAHA'
'Bc. Tereza Gasperotti','PRAHA'
'PURITE Clinic s.r.o.','PRAHA'
'Charmosyn s.r.o.','PRAHA'
'Future time s.r.o.','PRAHA'
'Daniela Cikánková DiS.','PRAHA'
'Ivana Šturmová DiS.','PRAHA'
'MB praktický lékař s.r.o., Lékárna','PRAHA'
'MUDr. Věra Dolejšová','PRAHA'
'Ritastom s.r.o.','PRAHA'
'RI medical s.r.o.','PRAHA'
'ZdravíDomů s.r.o.','PRAHA'
'Lékárna PLUS s.r.o.','PRAHA'
'ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna','PRAHA'
'SebiMed s.r.o.','PRAHA'
'Lensi Praha s.r.o.','PRAHA'
'Pečovatelské centrum Praha 7','PRAHA'
'Sanovia, a.s., Lékárna','PRAHA'
'Bechyňská CZ s.r.o., Lékárna','PRAHA'
'Concept Invest s.r.o.','PRAHA'
'Ordinace Nusle s.r.o.','PRAHA'
'ARMANDI THERAPY CLINIC s.r.o.','PRAHA'
'Mgr. Jitka Patríková','PRAHA'
'Dermaline clinic s.r.o.','PRAHA'
'UROGYN MEDICO s.r.o.','PRAHA'
'Pharm Go 104 s.r.o.,  Lékárna','PRAHA'
'naše lékárna, s.r.o.,  Adamova lékárna','PRAHA'
'ARMANDI THERAPY CLINIC s.r.o.','PRAHA'
'MedicalHelp Česká republika s.r.o.','PRAHA'
'GENvia, s.r.o.','PRAHA'
'Bc. Jana Duřtová','PRAHA'
'Eternus Dent s.r.o.','PRAHA'
'MDDr. MUDr. Jaroslav Valach Ph.D.','PRAHA'
'Kardio-psyche s.r.o.','PRAHA'
'Lucy Dent s.r.o.','PRAHA'
'RehabDejvice s.r.o.','PRAHA'
'Mgr. Markéta Brabačová','PRAHA'
