"NazevZarizeni","Obec"
"MUDr. Hana Červinková","Polná"
"Jaroslava Hůlková","Polná"
"Mgr. Jana Matejková, Lékárna U Kostela","Polná"
"Lékárna Na Náměstí s.r.o.","Polná"
"MUDr. Bártová s.r.o.","Polná"
"MUDr. Dobeš s.r.o.","Polná"
"LEXMED s.r.o.","Polná"
"MUDr. Oldřich Šottner s.r.o.","Polná"
"MUDr. Zdenka Marková","Polná"
"Ortopedická ambulance Vysočina s.r.o.","Polná"
"Ponikelská ordinace s.r.o.","Poniklá"
"MMN, a.s., Nemocnice Jilemnice, PL pro děti a dorost","Poniklá"
"MUDr. Alena Vrátná","Popelín"
"Hana Morysková","Popovice"
"Mgr.Jarmila Lorencová","Popůvky"
"Bc. Kateřina Sedláčková","Popůvky"
"MUDr. Řezáč Milan - stomatologická ordinace","Postoloprty"
"MUDr. Helena Bachmannová","Postoloprty"
"MUDr. Miloslav Fišer","Postoloprty"
"MUDr. Miroslav Urban","Postoloprty"
"Mgr. Anna Kolaříková","Postoloprty"
"OSANA s.r.o., Lékárna Na Náměstí","Postoloprty"
"FyzioPrty s.r.o.","Postoloprty"
"MUDr. Vladimír Melč - rehabilitace, chirurgie s.r.o.","Postoloprty"
"MUDr. Hana Bradáčová, odborný oční lékař, spol. s r.o.","Postoloprty"
"Gynekologie Postoloprty s.r.o.","Postoloprty"
"OSANA s. r. o., Výdejna ZP","Postoloprty"
"MUDr. DAVID RICHTR","Postoloprty"
"MUDr. Irena Krčmová","Postupice"
"MUDr. Zbyněk Habrnal","Postřelmov"
"MUDr. Zdeňka Šemberová","Postřelmov"
"Marie Macková","Postřelmov"
"MUDr. Smetanová Martina","Postřelmov"
"Eva Krkonošková","Postřelmov"
"MUDr. Pavla Skácelová","Postřelmov"
"Josef Macek","Postřelmov"
"Pavel Brzobohatý","Postřelmov"
"CELOMED s.r.o.","Postřelmov"
"Lékárna pro zdraví 2007 s.r.o. - OOVL","Postřelmov"
"Charita Zábřeh","Postřelmov"
"Becková s.r.o.","Postřelmov"
"ORDINACE POSPÍŠIL s.r.o.","Postřelmov"
"Medico Via HB s.r.o.","Postřelmov"
"MACEKDENT s.r.o.","Postřelmov"
"MUDr., Bc. KATARÍNA BERKOVÁ","Postřelmov"
"Yvona Švédová - porodní asistentka","Postřelmov"
"MUDr. Helena Hanusová","Potěhy"
"Zemědělské obchodní družstvo Potěhy, rehabilitace","Potěhy"
"MUDr. Kateřina Spáčilová","Potěhy"
"milsyk s.r.o.","Potěhy"
"Zemědělské obchodní družstvo Potěhy, rehabilitace","Potěhy"
"MUDr. Jaroslava Pokorná, PL stomatolog","Potštejn"
"MUDr. Iva Moravcová","Potštejn"
"GyVa s.r.o.","Potštejn"
"babyClinic, s.r.o.","Potštejn"
"Sanovia, a.s., OOVL Lékárny U Černého orla","Potštejn"
"FYZIOTERAPIE CIMFL s.r.o.","Potštejn"
"Ordinace Potštát-Olšovec, s.r.o.","Potštát"
"PHARMA J a J, s.r.o., Lékárna No.36","Potůčky"
"LÉKÁRNÍCI 95 s.r.o., Lékárna BONATE","Potůčky"
"MUDr. Klančíková Marie - stomatologická ordinace","Povrly"
"MUDr. Pavlína Andrlová","Povrly"
"MUDr. Doris Těšinová","Povrly"
"MUDr. Přemysl Pech","Povrly"
"GYNEKOLOGIE POVRLY s.r.o.","Povrly"
"Silvie Džubová","Pozlovice"
"INTER ZNOJEMIA Group, a.s.","Pozlovice"
"Zálesí a.s. - Hotel Pohoda","Pozlovice"
"ADAMANTIS GROUP s.r.o.","Pozlovice"
"MUDr. Igor Crha","Pozořice"
"MUDr. Ivana Kopáčková","Pozořice"
"Mediclinic a.s.","Pozořice"
"ZUOP, s.r.o.","Pozořice"
"MUDr. Monika Rešková","Pozořice"
"Lékárna na městečku, s.r.o.","Pozořice"
"MUDr. Anna Blažková s.r.o.","Pozořice"
"Praktický lékař Kadlecová, s.r.o.","Pozořice"
"REHABILITACE POZOŘICE s.r.o.","Pozořice"
"Optika Ullmann s.r.o.","Pozořice"
"Nemocnice Pelhřimov, p.o., ambulance ORL","Počátky"
"Sano Počátky s.r.o., Lékárna U sv. Kateřiny","Počátky"
"MUDr. Luboš Kudrna","Počátky"
"MUDr. Marie Kapinusová","Počátky"
"MUDr. Ivo Antoš","Počátky"
"MUDr. Ivana Hadravová","Počátky"
"AGUR, s.r.o.","Počátky"
"MUDr. Miroslav Skoták","Počátky"
"MUDr. Pavel Heřmánek","Počátky"
"Marie Míchalová","Počátky"
"MUDr. Stanislav Mrvka","Počátky"
"Zdravotnická záchranná služba Kraje Vysočina, p.o.","Počátky"
"LEKOS CZ, s.r.o., Lékárna Pod Javořicí","Počátky"
"Nemocnice Počátky, s.r.o., LDN","Počátky"
"MUDr. Alice Ševčíková","Počátky"
"Zuzana Rothbauerová","Počátky"
"Mgr. Jitka Dvořáková","Počátky"
"MUDr. Miloš JF Beutl s.r.o.","Počátky"
"Pediatr Počátky s.r.o.","Počátky"
"LBS-ORTO s.r.o.","Počátky"
"Klinická logopedie IK s.r.o.","Počátky"
"MUDr. Jindřich Dvořák s.r.o.","Počátky"
"Mgr. Eva Kryzs Pospíšilová","Počátky"
"MUDr. Jaroslav Hrabálek","Poříčany"
"MUDr. Marie Chocholová","Poříčany"
"Alexandra Potměšilová","Poříčany"
"MUDr. Jiřina Sýkorová s.r.o.","Poříčany"
"MUDr. Zuzana Zelená","Poříčí nad Sázavou"
"Daniel Draslar, samostatná stomatologická laboratoř","Poříčí nad Sázavou"
"MUDr. Jan Hvězda","Poříčí nad Sázavou"
"MUDr. Blanka Jíšová","Poříčí nad Sázavou"
"DOVITAL s.r.o.","Poříčí nad Sázavou"
"Domov důchodců Proseč u Pošné, příspěvková organizace","Pošná"
"JOSEF JANOUŠEK","Prachatice"
"MUDr. Radka Polachová - gynekologická ambulance","Prachatice"
"PhDr. Anna Klimperová - psychologie","Prachatice"
"MUDr. Helena Wimberská - praktická zubní lékařka","Prachatice"
"MUDr. Miroslava Hemmerová","Prachatice"
"MUDr. Ludmila Šímová","Prachatice"
"PaedDr. et Mgr. Dagmar Hrubá - logopedie","Prachatice"
"MUDr.Vastl Karel - Orthopedická ambulance","Prachatice"
"MUDr. Pavel Matoušek - neurologie","Prachatice"
"MUDr. Michal Procházka - gynekologická ambulance","Prachatice"
"MUDr. Yvonna Kocourková - gynekologická ambulance","Prachatice"
"""STOMLAB"" spol. s r.o.","Prachatice"
"Jana Ludačková","Prachatice"
"MUDr. Iva Diepoldová, praktický lékař pro děti a dorost","Prachatice"
"MUDr. Adamec Čeněk - anesteziologie","Prachatice"
"Zdravotnická záchranná služba Jihočeského kraje","Prachatice"
"Hospic sv. Jana N. Neumanna","Prachatice"
"MUDr. Martin Čech","Prachatice"
"MUDr. Hana Palečková","Prachatice"
"Oblastní charita Vimperk","Prachatice"
"Nemocnice Písek, a.s., ordinace dětské neurologie","Prachatice"
"Nemocnice Prachatice, a.s.","Prachatice"
"BENU Česká republika s.r.o., BENU lékárna","Prachatice"
"MUDr. Michaela Neumanová","Prachatice"
"MUDr. Irena Čerklová","Prachatice"
"MUDr. Jaroslav Sýkora","Prachatice"
"PT-MEDICA s.r.o.","Prachatice"
"MUDr. Martin Gála - samostatná ordinace PL - stomatologa","Prachatice"
"MUDr. Václav Šulec","Prachatice"
"Domov seniorů Mistra Křišťana Prachatice","Prachatice"
"Oční ambulance Prachatice s.r.o.","Prachatice"
"Mediclinic a.s.","Prachatice"
"MUDr. Martin Fraško","Prachatice"
"MUDr. Monika Mrázová","Prachatice"
"MUDr. Michal Prokeš","Prachatice"
"Logopedická ambulance Centrum řeči s.r.o.","Prachatice"
"Chirurgická ambulance - Petr Cvrček s.r.o.","Prachatice"
"MUDr. Vladislav Barták","Prachatice"
"Kardiologická ambulance Prachatice s.r.o.","Prachatice"
"Cesarami, s.r.o., Lékárna Vila","Prachatice"
"Bc. Helena Koubová - fyzioterapeut","Prachatice"
"BONAME s.r.o.","Prachatice"
"MUDr. Hana Vágnerová","Prachatice"
"Neurologie Prachatice, MUDr Daniel Rosol, s.r.o.","Prachatice"
"ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna","Prachatice"
"Pediatrie Prachatice s.r.o.","Prachatice"
"BENU Česká republika s.r.o., BENU lékárna","Prachatice"
"REHAMEDIC s.r.o.","Prachatice"
"Petra Kimlová, DiS","Prachatice"
"MUDr. Petr Koptík s.r.o.","Prachatice"
"MUDr. Zsolt Kecskeméthy s.r.o.","Prachatice"
"PRAKTIK PRIMÁTORSKÁ s.r.o.","Prachatice"
"MUDr. Vladimíra Šmajclová s.r.o.","Prachatice"
"OPTOPLUS s.r.o.","Prachatice"
"MUDr. Markéta Dušková","Prachatice"
"ZDRAVOTNICKÁ PRODEJNA PRACHATICE s.r.o.","Prachatice"
"Galaxy Dream s.r.o.","Prachatice"
"Unimedicus s.r.o.","Prachatice"
"Alena Kylianová s.r.o.","Prachatice"
"Pilulka Lékárny a.s.","Prachatice"
"Hospic sv. Jana N. Neumanna, ošetřovatelská péče","Prachatice"
"Senior house Eden s.r.o.","Prachatice"
"Ordinace Neumannka, s.r.o.","Prachatice"
"PR8 Dent s.r.o.","Prachatice"
"MUDr. PETR KOVÁŘ","Prachatice"
"KARIN ŠTĚPÁNOVÁ","Prachatice"
"AGUR, s r.o.","Prachatice"
"MUDr. Pavel Kroutil","Prachatice"
"Happy Dent Jih s.r.o.","Prachatice"
"PhDr. PETRA FRAŠKO BURKHARDOVÁ","Prachatice"
"MUDr. TOMÁŠ SEDLÁŘ","Prachatice"
"Hospic sv. Jana N. Neumanna","Prachatice"
"MUDr. Gabriel Dien","Prachovice"
"Lékárna Čech s.r.o. - OOVL","Prachovice"
"DVORT s.r.o. - zdravotnické potřeby","Praha"
"DVORT s.r.o. - zdravotnické potřeby","Praha"
"Estetická chirurgie s.r.o.","Praha"
"VIDIA-DIAGNOSTIKA, spol. s r.o.","Praha"
"MUDr. Eva Žukovová","Praha"
"A-DENT Group CZ, s.r.o.","Praha"
"Oční centrum Praha, a.s.","Praha"
"MUDr. Zita KOPECKÁ","Praha"
"MUDr. Miroslav Rákosník","Praha"
"Poliklinika Prahy 7","Praha"
"Léčebna dlouhodobě nemocných","Praha"
"MUDr. Anna Kinkorová","Praha"
"ALBADENT s.r.o.","Praha"
"Dentella spol. s r.o.","Praha"
"MUDr. Marcela Kaiserová","Praha"
"MUDr. Jarmila Brixí","Praha"
"MUDr. René Brixí","Praha"
"Středisko psychoterapeutických služeb Břehová s.r.o.","Praha"
"MUDr. Hana Landová","Praha"
"MUDr. Zdeněk Šafránek","Praha"
"MUDr. Olga Götzingerová","Praha"
"Jaroslava Navrátilová","Praha"
"MUDr. Nina Vajshajtlová","Praha"
"MUDr. Zuzana Felixová","Praha"
"MUDr. Marcela Němcová","Praha"
"MUDr. Libor Vojáček","Praha"
"MUDr. Jiřina Hoffmannová, Soukromá stomatologická ordinace","Praha"
"MUDr. Dagmar Opekarová","Praha"
"MUDr. Ondřej Horáček","Praha"
"MUDR. LUDMILA ČAPKOVÁ - HOLEČKOVÁ ordinace praktického lékaře","Praha"
"MUDr. Ladislav Knajfl","Praha"
"Milena Havlíčková","Praha"
"MUDr. Jaroslav Blovský","Praha"
"KCK Salve, spol. s r.o.","Praha"
"ISCARE a.s.","Praha"
"POLYDENT. s.r.o.","Praha"
"MUDr. Dana Dufková","Praha"
"MUDr. Ivana Veselková","Praha"
"Ivana Pencová","Praha"
"S.E.N.A. s.r.o.","Praha"
"ANESTAR, s.r.o.","Praha"
"MUDr. Daniela Grófová","Praha"
"A.S.O.P. spol. s r.o. - oční ordinace","Praha"
"MUDr. Miroslav Rozprávka","Praha"
"MUDr. Drahomíra Tomíčková","Praha"
"MUDr. Martina Brandejsová","Praha"
"Jana Menčlová, Porodní asistentka","Praha"
"MUDr. Radim Brousil","Praha"
"MUDr. Ivan Fišer","Praha"
"Židovská obec v Praze, Komplexní domácí péče EZRA","Praha"
"Centrum sociálních služeb Praha 2, Domácí zdravotní péče","Praha"
"MUDr. Zuzana Fillová","Praha"
"Mediterra s.r.o.","Praha"
"MUDr. Sylva KOHOUTOVÁ","Praha"
"DK urologie s.r.o.","Praha"
"MUDr. Jitka Vokálková","Praha"
"MUDr. Ivana Rymešová","Praha"
"Urologická ambulance, s.r.o.","Praha"
"MUDr. Jarmila Trnčíková","Praha"
"MUDr. Ivana Kolářová","Praha"
"Středisko psychoterapeutických služeb Břehová s.r.o.","Praha"
"Schill Dental Clinic Praha s.r.o.","Praha"
"dr.pieck s.r.o.","Praha"
"Femina Sana s.r.o.","Praha"
"MUDr. Petra Pokorná","Praha"
"MUDr. Michael Entner","Praha"
"Cesta domů, z.ú.","Praha"
"KDP NADĚJE s.r.o.","Praha"
"MUDr. Kateřina Toběrná","Praha"
"MUDr. Kateřina Toběrná","Praha"
"GALIUM - domácí péče, s.r.o.","Praha"
"PaedDr. Ester Fišerová","Praha"
"Golden Age CZ, s.r.o.","Praha"
"AVICEL s.r.o., Císařská lékárna","Praha"
"GYNERA s.r.o.","Praha"
"Rehabilitační holešovické centrum, s.r.o.","Praha"
"NEURO - EEG s.r.o.","Praha"
"MUDr. Kristina Sedláčková","Praha"
"ROŽADENT Pavel Roženský, s.r.o.","Praha"
"MUDr. Alena Pecenová Šťastná","Praha"
"Medicentrum Beroun, spol. s r.o.","Praha"
"Iva Mondok","Praha"
"A2C, s.r.o., A2C Anti-Aging Clinic","Praha"
"MUDr. Jiří Gilík, Dětská kardiologie","Praha"
"MUDr. Irena Judasová","Praha"
"JOGYN s.r.o.","Praha"
"Lenka Králová","Praha"
"MUDr. Věra Šatánková","Praha"
"MUDr. Radka Vetešníková Koubová","Praha"
"MUDr. Vendulka Trousilová","Praha"
"SKINCENTRE s.r.o.","Praha"
"A.S.O.P. spol. s r.o. - oční ordinace","Praha"
"MUDr. Veronika Kloučková","Praha"
"Top Dens s.r.o.","Praha"
"MUDr. Lenka Schořová","Praha"
"MUDr. Soňa Husár Vargová","Praha"
"RESPIMED s.r.o.","Praha"
"Santera s.r.o.","Praha"
"PRAGTIS s.r.o.","Praha"
"INSPAMED, s.r.o., Spánková medicína","Praha"
"MUDr. Ivana Pelikánová","Praha"
"MUDr. Irena Muchová, cévní, interní a rehabilitační s.r.o.","Praha"
"BIODENT-TUR s.r.o.","Praha"
"Michaela Studená","Praha"
"Duovize s.r.o.","Praha"
"ResTrial GastroEndo s.r.o.","Praha"
"MDDr. Pavel Fidler","Praha"
"MUDr. Jozef Harviš","Praha"
"Therapia Viva s.r.o.","Praha"
"MDDr. Kateřina Svobodová","Praha"
"Oftalmologie Praha 4  s.r.o.","Praha"
"Heart Solution, s.r.o.","Praha"
"MEDICON Hospitals s.r.o., Klinika následné péče Zelený pruh","Praha"
"ADENTIST PRAHA s.r.o.","Praha"
"MUDr. Pekařová Alena s.r.o.","Praha"
"synlab czech s.r.o.","Praha"
"Alfa Clinic, s.r.o.","Praha"
"MUDr. Helena Sedláková","Praha"
"MEDIFOX s.r.o.","Praha"
"OK REHABILITACE s.r.o.","Praha"
"BU PRAGUE No 1  a.s.","Praha"
"Jana Navrátilová s.r.o.","Praha"
"SESTŘIČKA.CZ-DOMÁCÍ PÉČE PRAHA a.s.","Praha"
"Medicina Centrum s.r.o.","Praha"
"Ridet s.r.o.","Praha"
"DITA-MED s.r.o.","Praha"
"ALLERGOMEDIA, s.r.o.","Praha"
"ProfiG2 s.r.o.","Praha"
"Institut sportovního lékařství a.s.","Praha"
"UroKlinikum s.r.o.","Praha"
"DIAKLEZA, s.r.o.","Praha"
"Therapia Viva s.r.o.","Praha"
"VOJMD s.r.o.","Praha"
"FortMedica s.r.o.","Praha"
"MEDICON Hospitals s.r.o., Centrum následné péče Vysočany","Praha"
"NZZ praktik s.r.o.","Praha"
"RP DENT s.r.o.","Praha"
"MUDr. Michaela Havlíčková","Praha"
"BEAUTY SMILE s.r.o.","Praha"
"PhDr. Ludmila Kotlínová","Praha"
"RENEA VITA, s.r.o.","Praha"
"AltheaPrague, s.r.o.","Praha"
"CHIRMEDIS s.r.o.","Praha"
"DK Hygiene s.r.o, Arbes + dentální hygiena","Praha"
"MUDr. Stanislav Bednář MBA","Praha"
"Diakonie ČCE - středisko Praha","Praha"
"Mgr. Monika Mrzenová, DiS.","Praha"
"MUDr. Střihavková s.r.o.","Praha"
"Lukáš Moc DiS.","Praha"
"MUDr. Libor Válek","Praha"
"Centrum klinické imunologie, s.r.o.","Praha"
"ELIDENTA s.r.o.","Praha"
"Medicina Centrum s.r.o.","Praha"
"Aava Care s.r.o.","Praha"
"OFTABAL s.r.o.","Praha"
"PragMed 1 s.r.o.","Praha"
"Dětské oční centrum s.r.o.","Praha"
"NL - CLINIC Gepamed s.r.o.","Praha"
"Prague Women's Health Center s.r.o.","Praha"
"Rajko Rudy s.r.o.","Praha"
"MUDr. Miroslav Krejča Ph.D.","Praha"
"MUDr. Miroslav Krejča Ph.D.","Praha"
"ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna","Praha"
"OPTIKA ANDĚL spol. s r.o.","Praha"
"Klinika estetické medicíny, s.r.o.","Praha"
"OK-gyn s.r.o.","Praha"
"Smart Care s.r.o.","Praha"
"Veronika Linhartová","Praha"
"MEDCENTRUM 5P s.r.o.","Praha"
"REHAFIT,o.p.s., Rehab. centrum pro tělesně postižené","Praha"
"COMFORT CARE Ambulance, s.r.o.","Praha"
"CD Anděl s.r.o.","Praha"
"MUDr. Staněk - Cévní ordinace s.r.o.","Praha"
"Kateřina Dočekalová DiS.","Praha"
"ARIES, a.s. - Zdravotnické pomůcky","Praha"
"Kubi-dent s.r.o.","Praha"
"Středisko prevence a léčby drogových závislostí - DROP IN, o.p.s., Adiktologické centrum","Praha"
"Dental Partners s.r.o.","Praha"
"Advantis Medical s.r.o.","Praha"
"Pavla Pilneyová, DiS.","Praha"
"RP MEDICA s.r.o.","Praha"
"GENNET, s.r.o.","Praha"
"Aleš Kočí","Praha"
"MUDr. Martina Celecká","Praha"
"MUDr. David Hoskovec","Praha"
"JST Medical Pro, s.r.o.","Praha"
"OKB Lab, a.s.","Praha"
"Simply Health s.r.o.","Praha"
"ECS Praha s.r.o.","Praha"
"Denté Clinic Prague s.r.o.","Praha"
"MDDr. Aleš Zápotocký","Praha"
"Česká laboratorní s.r.o.","Praha"
"Cervenmed s.r.o.","Praha"
"HEDY spol. s r.o.","Praha"
"Poliklinika Anděl s.r.o., Ambulance NEXTCLINICS Smíchov","Praha"
"MUDr. Roman Procházka s.r.o.","Praha"
"Dvořáková Stomatologie, s.r.o.","Praha"
"Dejvice Dent s.r.o.","Praha"
"Aliaksei Apanasevich","Praha"
"MUDr. Lenka Sereghyová s.r.o.","Praha"
"VÁCLAVKA, spol.s.r.o.","Praha"
"REHATERAP, s.r.o.","Praha"
"B-smiledent s.r.o.","Praha"
"VK interna s.r.o.","Praha"
"Standard Medica s.r.o.","Praha"
"MDDr. Michaela Pančíková","Praha"
"Praktické lékařství Baxová s.r.o.","Praha"
"4Fusion, s.r.o.","Praha"
"TakMED spol. s r.o.","Praha"
"MUDr. Karel Votava, s.r.o.","Praha"
"3G Dent s.r.o.","Praha"
"CITYLAB spol. s.r.o., odběrová místnost","Praha"
"Aesthevita s.r.o.","Praha"
"SPORTMED, s.r.o.","Praha"
"Milan Polák","Praha"
"MUDr. Jan Reich","Praha"
"Teta drogerie a lékárny ČR s.r.o.","Praha"
"Rehabilitace Tylova pasáž s.r.o.","Praha"
"BENU Česká republika s.r.o., BENU lékárna","Praha"
"JP estetic surgery s.r.o.","Praha"
"TeamPrevent-Santé, s.r.o.","Praha"
"ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna","Praha"
"Brýland Optical s.r.o.","Praha"
"ULCERA s.r.o.","Praha"
"Hrabě & Cesar, s.r.o.","Praha"
"ARTMEDI UPD s.r.o.","Praha"
"Zubní centrum OK-dent s.r.o.","Praha"
"Alergo-Imuno Praha s.r.o.","Praha"
"Jana Pye, DiS.","Praha"
"Esthetic Services, s.r.o.","Praha"
"Esthesion s.r.o.","Praha"
"Mgr. Kateřina Krejcarová","Praha"
"Praktický lékař Spořilov s.r.o.","Praha"
"MUDr. Stanislav Hrdlička s.r.o.","Praha"
"Denisa Pavlíčková DiS.","Praha"
"Dental Zone Clinic s.r.o.","Praha"
"TEROTRIN s.r.o.","Praha"
"Klinika Yes Visage a.s.","Praha"
"MEDIK HAUS s.r.o.","Praha"
"DOMÁCÍ PÉČE Spirit s.r.o.","Praha"
"GGCE s.r.o.","Praha"
"MUDr., MUDr. Zora Šimanová","Praha"
"MUDr. Petr Pícha","Praha"
"Centrum sportovní medicíny z.s.","Praha"
"Zdravý sport, z.s.","Praha"
"Hana Perglová DiS.","Praha"
"ANGIO - CHIRURGIE s.r.o.","Praha"
"Centrum pohybové medicíny Pavla Koláře, a.s.","Praha"
"GLOBAL ASSISTANCE a.s.","Praha"
"DiaVize s.r.o.","Praha"
"CARE DENT s.r.o.","Praha"
"Petra Ledinská Janečková","Praha"
"Andrologie s.r.o.","Praha"
"Andrologie s.r.o.","Praha"
"MUDr. Martin Černý","Praha"
"IRMED DENT, s.r.o.","Praha"
"Ikrom Mirzakarimov","Praha"
"MUDr. Igor Slaninka","Praha"
"Codental s.r.o.","Praha"
"BENU Česká republika s.r.o., BENU lékárna","Praha"
"Pilulka Lékárny a.s.","Praha"
"MUDr. Pavla Sýkorová","Praha"
"MUDr. Helena Šmejkalová","Praha"
"KS-Apatyka s.r.o., Pilulka Lékárna","Praha"
"PhDr. Lenka Burdová","Praha"
"Centrum Terapie Autismu s.r.o.","Praha"
"Mentha s.r.o.","Praha"
"Antonín Skokan","Praha"
"Gyn-H s.r.o.","Praha"
"MUDr. Fabienne Kosová","Praha"
"MACHRDENT s.r.o.","Praha"
"JINOMED s.r.o.","Praha"
"Sanovia, a.s., Lékárna Bruska","Praha"
"Klinická logopedie - Logos Praha s.r.o.","Praha"
"Sanovia, a.s., Lékárna Adonia","Praha"
"ENDOTRIAL, s.r.o.","Praha"
"doc. MUDr. Radim Lipina, Ph.D.","Praha"
"ArcticDent, s.r.o.","Praha"
"Fresenius Medical Care - DS, s.r.o.","Praha"
"NEW DOMICIL v.o.s.","Praha"
"MUDr. Otakar Lucák","Praha"
"MDDr. Soheil Naaseri","Praha"
"Domov pro seniory Háje, ordinace praktického lékaře","Praha"
"Mgr. Petra Dvořáková","Praha"
"MEDICOTTUS s.r.o.","Praha"
"Stomatologické centrum Jarov s.r.o.","Praha"
"Genetika Ostrava s.r.o.","Praha"
"NL - CLINIC Gepamed s.r.o.","Praha"
"Synexus Czech s.r.o.","Praha"
"MUDr. Martina Byrne s.r.o.","Praha"
"BENU Česká republika s.r.o., BENU lékárna","Praha"
"VEPARODENT s.r.o.","Praha"
"Bc. Barbora Šafránková DiS.","Praha"
"Doctor Smile Group s.r.o.","Praha"
"RC medical s.r.o.","Praha"
"Štěpánek Dent, s.r.o.","Praha"
"Veronika Nováková DiS.","Praha"
"AREPIM s.r.o.","Praha"
"Chronicare Service s.r.o.","Praha"
"MUDr. Robert Hašek","Praha"
"MUDr. Lucia Mansfeldová","Praha"
"EUC Laboratoře s.r.o., odběrová místnost","Praha"
"Mgr. Eliška Haškovcová","Praha"
"Tetiana Nema","Praha"
"Pediatrie Jakoubkovi s.r.o.","Praha"
"MALÉ ZDRAVÍ Hostivař s.r.o.","Praha"
"Eva Fediuková","Praha"
"AeskuLab k.s., odběrová místnost","Praha"
"Institut sportovního lékařství a.s.","Praha"
"Plastická chirurgie Poděbrady s.r.o.","Praha"
"MUDr.Vít Vokrouhlík","Praha"
"Endokrinologie Klánovice s.r.o.","Praha"
"Zdravotnické prodejny ELIŠKA s.r.o.","Praha"
"PhDr. Rudolf Půlpán","Praha"
"vo2max s.r.o.","Praha"
"MUDr. Petros Christodoulou","Praha"
"Oční ordinace s.r.o.","Praha"
"Erika Matějková","Praha"
"MUDr. Roman Horný","Praha"
"Mgr. Jindřich Jarý","Praha"
"Dent Aura s.r.o.","Praha"
"PHsurgery s.r.o.","Praha"
"RKVDent s.r.o.","Praha"
"ORTHOPED-CLINIC s.r.o.","Praha"
"SANUS - CARE s.r.o.","Praha"
"Lensi Praha s.r.o.","Praha"
"Oční tkáňová banka Praha Vinohrady, z.ú.","Praha"
"PZL Jarov s.r.o.","Praha"
"RC Dental s.r.o.","Praha"
"Topdent s.r.o.","Praha"
"Bc. Kateřina Suchánková","Praha"
"THE CLINIC MEDICAL s.r.o.","Praha"
"J. B. MAYZLÍK s.r.o.","Praha"
"Floradent s.r.o.","Praha"
"Kardiologie Palmovka s.r.o.","Praha"
"ANGIO - CHIRURGIE s.r.o.","Praha"
"MUDr. Jozef Petrus","Praha"
"ANGIO - CHIRURGIE s.r.o.","Praha"
"Fluorum Dent s.r.o.","Praha"
"S.L.A. s.r.o.","Praha"
"Veronika Kohoutová DiS.","Praha"
"SVR - společnost pro vývojovou rehabilitaci o.p.s.","Praha"
"MUDr. Bohdan Plichta s.r.o.","Praha"
"MUDr. Pavel Hlava CSc.","Praha"
"FertiCare SE, Praha","Praha"
"TrenDent s.r.o.","Praha"
"doc. MUDr. Miroslav Průcha Ph.D.","Praha"
"DB lékárny, s.r.o.","Praha"
"DIONA s.r.o.","Praha"
"NEFROMED s.r.o.","Praha"
"DENTLAND s.r.o.","Praha"
"Jana Norkin DiS.","Praha"
"PsychoLad s.r.o.","Praha"
"Mediclinic a.s.","Praha"
"REHABILITACE NUSLE s.r.o.","Praha"
"CITYLAB spol. s.r.o., odběrová místnost","Praha"
"MUDr. Markéta Honzlová","Praha"
"MUDr. Jiří Borský","Praha"
"RenEsthé s.r.o.","Praha"
"AVICEL s.r.o., Lékárna WPK","Praha"
"AVICENA - CHIRURGIE s.r.o.","Praha"
"Neurologie Praha s.r.o.","Praha"
"Můj Dent KB s.r.o.","Praha"
"Two steps ahead s.r.o.","Praha"
"ImunoGen s.r.o.","Praha"
"LogArte s.r.o.","Praha"
"Kardiosport s.r.o.","Praha"
"Zuby-Smrček s.r.o.","Praha"
"AROPRO společnost pro anestezii s.r.o.","Praha"
"LailaDent s.r.o.","Praha"
"Psychiatrická nemocnice Bohnice - Centrum duševního zdraví","Praha"
"Mgr. Klára Horáková","Praha"
"Psychiatrie BK, s.r.o.","Praha"
"MUDr. Hana Sirotková","Praha"
"CITYLAB spol. s.r.o., odběrová místnost","Praha"
"CITYLAB spol. s.r.o., odběrová místnost","Praha"
"Mediclinic a.s.","Praha"
"Interna Veletržní s.r.o.","Praha"
"Pain Free Care & Consultancy s.r.o.","Praha"
"AeskuLab k.s., odběrová místnost","Praha"
"AeskuLab k.s., odběrová místnost","Praha"
"AeskuLab k.s., odběrová místnost","Praha"
"Nemocnice Yes Visage a.s.","Praha"
"VIDIA-DIAGNOSTIKA, spol. s r.o., odběrová místnost","Praha"
"HELA - CZ spol. s r.o., Ordinace ORL","Praha"
"AMED-CHIRURGIE s.r.o.","Praha"
"MUDr. Robert Pěchula","Praha"
"LCC domácí péče, s.r.o.","Praha"
"Fyzioland s.r.o.","Praha"
"Poliklinika I.P.Pavlova s.r.o.","Praha"
"manhart s.r.o.","Praha"
"CARE MEDICO s.r.o.","Praha"
"Program H plus, s.r.o.","Praha"
"Bc. Lenka Kratochvílová","Praha"
"MUDr. Roman Veselý","Praha"
"DENTO HYG s.r.o.","Praha"
"RABAHDENT s.r.o.","Praha"
"MUDr. Petr Kramář","Praha"
"Uniclinic, s.r.o.","Praha"
"MUDr. Anton Baluch","Praha"
"Praxe PL Barrandov s.r.o.","Praha"
"Mediterra s.r.o.","Praha"
"LK-MEDICAL s.r.o.","Praha"
